fecha,teu_movilizados,tiempo_espera_h,buques_en_puerto,clima_codigo,turno
2020-06-17,5664,11.212118508010834,9,1,Nocturno
2020-06-18,3510,1.0748432264382153,3,0,Mixto
2020-06-19,10861,8.596244364343683,2,2,Mixto
2020-06-20,16545,3.2247026358158326,3,0,Mixto
2020-06-21,14653,1.3155370227833572,10,1,Diurno
2020-06-22,10798,9.983322066080044,8,0,Diurno
2020-06-23,11674,9.441695199101012,5,0,Mixto
2020-06-24,8888,11.280125963361748,11,2,Diurno
2020-06-25,11618,9.655101807912446,10,2,Diurno
2020-06-26,15073,7.187815764775001,11,0,Diurno
2020-06-27,9814,7.700687232076694,11,2,Mixto
2020-06-28,9267,4.081720630560213,7,1,Nocturno
2020-06-29,11503,2.1721156461987357,9,2,Diurno
2020-06-30,11177,13.051915110227856,6,1,Mixto
2020-07-01,7873,10.678387080729584,11,0,Nocturno
2020-07-02,13205,2.7208500750950995,3,0,Mixto
2020-07-03,3113,4.6993153924220294,11,0,Mixto
2020-07-04,8613,13.085199291594563,10,0,Diurno
2020-07-05,19851,14.43764114279351,6,0,Mixto
2020-07-06,7042,12.076000691401902,5,2,Diurno
2020-07-07,14964,8.979383462257172,9,2,Nocturno
2020-07-08,12927,13.168062235122663,3,0,Nocturno
2020-07-09,13741,9.77533952121364,8,1,Diurno
2020-07-10,17074,10.791782245011936,4,2,Nocturno
2020-07-11,18303,12.577292125475797,7,0,Diurno
2020-07-12,18612,5.955736238093408,3,0,Diurno
2020-07-13,4111,11.983539628799262,4,2,Nocturno
2020-07-14,9834,3.8973051841734065,11,1,Nocturno
2020-07-15,7549,3.7195238450407917,8,2,Mixto
2020-07-16,11970,12.358743106457062,2,0,Diurno
2020-07-17,5575,8.893183885575043,8,2,Nocturno
2020-07-18,9876,6.794550734444844,8,1,Nocturno
2020-07-19,8288,8.328323485755279,10,2,Nocturno
2020-07-20,16213,14.69088155736054,6,1,Mixto
2020-07-21,5476,13.518413376149855,9,2,Nocturno
2020-07-22,14974,8.106071967638021,4,2,Nocturno
2020-07-23,17863,8.660655442252223,2,2,Diurno
2020-07-24,10378,9.599243886175785,3,0,Nocturno
2020-07-25,4357,12.071560253420483,6,2,Mixto
2020-07-26,19121,13.23325057542676,11,2,Diurno
2020-07-27,10630,3.0514057855410885,10,2,Nocturno
2020-07-28,6591,9.79463811818027,5,0,Diurno
2020-07-29,8098,4.18064803891567,8,2,Mixto
2020-07-30,14095,9.704918033953893,11,0,Mixto
2020-07-31,3060,3.398310443959756,8,2,Mixto
2020-08-01,19054,12.311517405986915,2,1,Nocturno
2020-08-02,16777,10.253070161965182,3,2,Nocturno
2020-08-03,18068,13.123942094983184,9,0,Mixto
2020-08-04,3019,14.222129905368611,5,0,Mixto
2020-08-05,10733,14.074981951488517,9,0,Nocturno
2020-08-06,15669,3.0322882528452872,9,0,Nocturno
2020-08-07,7073,6.275483578035386,8,2,Mixto
2020-08-08,15870,7.7633334317092135,3,0,Mixto
2020-08-09,19136,12.045279689942303,7,2,Diurno
2020-08-10,9449,1.2074040267740171,2,1,Diurno
2020-08-11,18558,13.956237366592378,6,0,Nocturno
2020-08-12,4074,6.701230057603933,5,0,Mixto
2020-08-13,9724,9.835487284932412,11,0,Nocturno
2020-08-14,18054,14.7285949662912,3,2,Diurno
2020-08-15,5744,13.357206685963618,6,1,Nocturno
2020-08-16,5660,6.070528816400811,2,2,Nocturno
2020-08-17,6405,7.78316404795365,4,1,Nocturno
2020-08-18,9002,11.779219376178345,8,0,Nocturno
2020-08-19,11833,11.409780564490472,5,2,Mixto
2020-08-20,3794,10.867197766243251,8,2,Mixto
2020-08-21,17387,1.149698095962914,8,1,Nocturno
2020-08-22,10028,3.786226224424441,7,2,Diurno
2020-08-23,4042,4.103491325147083,4,0,Mixto
2020-08-24,7713,4.50862507070527,11,2,Nocturno
2020-08-25,6055,2.3465911083800837,9,1,Mixto
2020-08-26,7592,12.292475407913177,11,2,Nocturno
2020-08-27,9217,5.7781524014552055,5,0,Mixto
2020-08-28,11158,11.858231320553955,3,2,Mixto
2020-08-29,16964,14.041344531945215,3,2,Nocturno
2020-08-30,13138,5.382339122547,2,2,Mixto
2020-08-31,18789,7.352804040032055,2,2,Mixto
2020-09-01,19868,2.225176206310948,2,1,Nocturno
2020-09-02,18979,5.1277715713097685,10,0,Nocturno
2020-09-03,13595,8.6473963668191,4,1,Nocturno
2020-09-04,17107,3.5226329807577725,8,2,Nocturno
2020-09-05,17123,8.518036005716572,6,0,Diurno
2020-09-06,17390,5.380337947385144,8,1,Mixto
2020-09-07,9264,14.860673547221019,8,2,Nocturno
2020-09-08,9341,6.259969696806909,7,1,Nocturno
2020-09-09,3641,1.5467871801322413,6,2,Diurno
2020-09-10,6562,7.621361151102605,10,0,Mixto
2020-09-11,4194,5.676308706654279,8,2,Diurno
2020-09-12,12494,6.18039866082057,2,1,Nocturno
2020-09-13,14835,6.187470062307196,9,2,Mixto
2020-09-14,19956,13.33638207225121,3,0,Mixto
2020-09-15,14584,7.975703957642123,6,1,Mixto
2020-09-16,5036,4.53977423384121,4,1,Mixto
2020-09-17,5400,12.095049890494542,6,1,Nocturno
2020-09-18,7889,7.208250588437624,11,1,Diurno
2020-09-19,10948,3.034977745849286,11,1,Mixto
2020-09-20,11491,14.978976501951948,9,0,Diurno
2020-09-21,3157,1.3830091524523964,11,1,Diurno
2020-09-22,10372,10.929274435700592,2,2,Diurno
2020-09-23,19933,12.865790764227226,9,1,Mixto
2020-09-24,4080,5.953386332344203,3,1,Nocturno
2020-09-25,6854,3.202807462708802,5,2,Mixto
2020-09-26,4244,7.11181184504453,7,0,Diurno
2020-09-27,17689,7.754680330987403,9,1,Diurno
2020-09-28,16136,14.99584923315039,7,0,Diurno
2020-09-29,14853,1.272519407482971,4,2,Diurno
2020-09-30,18961,10.182375214106546,5,0,Nocturno
2020-10-01,16025,12.262281483365278,3,2,Mixto
2020-10-02,3774,9.650657521760829,10,0,Diurno
2020-10-03,19470,9.819040031325661,10,0,Nocturno
2020-10-04,16412,13.25435206960698,8,1,Nocturno
2020-10-05,3379,8.912386217161343,11,2,Mixto
2020-10-06,10961,13.342194918887857,6,2,Diurno
2020-10-07,8527,3.9426021615449063,4,1,Nocturno
2020-10-08,18571,8.22571693998054,2,0,Mixto
2020-10-09,11407,1.4703445329464533,7,0,Mixto
2020-10-10,10906,12.248768860925471,5,0,Nocturno
2020-10-11,12120,11.881983793799765,3,0,Nocturno
2020-10-12,8505,8.546558654712875,11,0,Diurno
2020-10-13,18099,6.541523746850765,8,2,Mixto
2020-10-14,11396,6.181569353861007,3,0,Mixto
2020-10-15,13909,3.815528330679886,3,1,Diurno
2020-10-16,10100,6.990450171031351,9,1,Diurno
2020-10-17,8089,5.254729710668866,9,0,Mixto
2020-10-18,8706,9.087402618698677,9,0,Mixto
2020-10-19,19779,12.010766360189079,5,1,Diurno
2020-10-20,4617,10.71791328921736,8,2,Nocturno
2020-10-21,18664,8.195373627836311,9,1,Mixto
2020-10-22,19716,14.280451732811825,10,1,Nocturno
2020-10-23,13117,3.7625349345730603,3,2,Mixto
2020-10-24,17268,9.959623024340987,11,0,Mixto
2020-10-25,9112,2.2325897015477647,8,1,Nocturno
2020-10-26,11625,10.42218342153006,5,2,Diurno
2020-10-27,18294,11.154701615565331,11,1,Diurno
2020-10-28,7995,11.956637290767246,4,2,Mixto
2020-10-29,10913,10.29263773440621,7,1,Nocturno
2020-10-30,13099,2.7167056787591175,7,1,Nocturno
2020-10-31,8848,1.6200947477230654,9,0,Nocturno
2020-11-01,18904,10.999662534393606,7,1,Mixto
2020-11-02,17782,12.175256757665231,11,0,Mixto
2020-11-03,10654,1.4569751075481092,2,1,Nocturno
2020-11-04,6403,3.099052780244502,6,2,Nocturno
2020-11-05,10317,12.064011080805223,8,0,Nocturno
2020-11-06,4751,14.549595150703464,4,0,Nocturno
2020-11-07,6311,8.287512189104946,11,2,Mixto
2020-11-08,15251,3.1463651241612434,10,0,Diurno
2020-11-09,19311,5.497686926893243,4,2,Diurno
2020-11-10,15640,11.939924384953226,11,1,Diurno
2020-11-11,18309,8.605158159972941,7,0,Diurno
2020-11-12,16287,1.809132605726213,3,2,Diurno
2020-11-13,7352,5.317870053685782,5,1,Diurno
2020-11-14,19923,11.5390752558007,3,1,Nocturno
2020-11-15,7707,5.560936882535993,10,0,Nocturno
2020-11-16,19748,7.052589227291942,3,1,Diurno
2020-11-17,7033,13.670689826337464,9,2,Diurno
2020-11-18,19694,14.785001771508208,5,0,Mixto
2020-11-19,13857,11.600834968223875,3,0,Mixto
2020-11-20,15417,4.361761000124776,8,0,Mixto
2020-11-21,18264,4.404045571216203,5,2,Diurno
2020-11-22,18664,5.259723220910843,10,0,Mixto
2020-11-23,5529,3.2477731555082117,3,1,Mixto
2020-11-24,14171,3.503655415494787,9,1,Diurno
2020-11-25,10807,4.583854660481558,2,1,Diurno
2020-11-26,5176,10.238407911840142,11,1,Diurno
2020-11-27,5583,9.574569672019173,5,2,Nocturno
2020-11-28,15564,5.772624351942367,4,2,Diurno
2020-11-29,18900,3.7533453639881103,10,2,Mixto
2020-11-30,13956,9.736306605531412,5,2,Diurno
2020-12-01,16887,2.8322294517307296,6,0,Nocturno
2020-12-02,8514,3.047448988258976,11,0,Nocturno
2020-12-03,12846,6.367134862325839,4,1,Mixto
2020-12-04,8381,8.94318195830769,3,0,Nocturno
2020-12-05,14186,11.196042962097973,9,2,Mixto
2020-12-06,11969,10.61772419862538,10,0,Nocturno
2020-12-07,11559,6.298326058089553,9,2,Nocturno
2020-12-08,10793,10.165132787264904,4,2,Diurno
2020-12-09,6029,3.95885577065295,2,2,Nocturno
2020-12-10,7610,7.912429726252941,3,1,Nocturno
2020-12-11,4791,9.61389127502884,8,0,Diurno
2020-12-12,9625,11.421682050427979,10,2,Diurno
2020-12-13,12091,2.1142483312178157,3,1,Nocturno
2020-12-14,12632,2.415977806991121,7,1,Diurno
2020-12-15,19146,2.0339350212506,10,0,Nocturno
2020-12-16,15836,8.650566379307262,11,0,Nocturno
2020-12-17,6918,8.98076562351612,5,1,Nocturno
2020-12-18,9995,1.1542154427013156,6,0,Diurno
2020-12-19,17268,10.193812429624888,9,2,Diurno
2020-12-20,18344,11.686543172669277,6,2,Nocturno
2020-12-21,19327,2.632539642013795,6,1,Diurno
2020-12-22,16057,5.722579648560666,5,2,Mixto
2020-12-23,9833,12.89960980070617,8,2,Diurno
2020-12-24,12421,10.62080102793126,4,2,Diurno
2020-12-25,5839,5.2650122974053986,6,1,Diurno
2020-12-26,14874,11.391400149654274,9,1,Mixto
2020-12-27,16054,13.421745499395378,10,1,Nocturno
2020-12-28,14899,5.330480790011805,8,0,Nocturno
2020-12-29,6346,10.579971759344039,8,2,Mixto
2020-12-30,19779,2.3078721209894306,8,0,Diurno
2020-12-31,18478,1.8215605779360122,2,0,Diurno
2021-01-01,14787,9.207602490412935,10,0,Diurno
2021-01-02,13695,7.89393650305342,4,2,Mixto
2021-01-03,19806,12.341235956532431,11,2,Diurno
2021-01-04,16470,11.923965647089545,5,1,Mixto
2021-01-05,17580,5.013738600959169,6,1,Diurno
2021-01-06,16682,8.171673694599283,11,0,Nocturno
2021-01-07,7827,11.58087177612977,6,0,Diurno
2021-01-08,6849,4.793338305441631,11,2,Mixto
2021-01-09,6276,6.067458765215708,9,0,Nocturno
2021-01-10,5812,1.8380887271728226,4,0,Nocturno
2021-01-11,3097,2.8268403294862017,5,1,Nocturno
2021-01-12,9955,9.543084940170866,7,1,Mixto
2021-01-13,18748,7.954516972304538,8,1,Diurno
2021-01-14,19729,3.3602692124604068,5,2,Diurno
2021-01-15,17798,1.101936837076598,3,0,Mixto
2021-01-16,6148,3.3664639575076016,2,2,Diurno
2021-01-17,4953,11.494959365179785,10,1,Mixto
2021-01-18,7798,2.3115523118562353,10,0,Diurno
2021-01-19,5785,6.634291157721827,7,1,Nocturno
2021-01-20,17125,4.343046406377738,8,0,Nocturno
2021-01-21,10041,8.691553208701423,8,1,Mixto
2021-01-22,8038,8.1617326874151,2,2,Mixto
2021-01-23,12524,14.761349540611889,7,2,Mixto
2021-01-24,11273,11.820321042571521,8,0,Nocturno
2021-01-25,16815,14.13661391168919,9,1,Diurno
2021-01-26,14997,9.091415781806674,10,1,Mixto
2021-01-27,9612,11.328939107037334,7,1,Mixto
2021-01-28,19504,13.531072038595312,3,2,Nocturno
2021-01-29,6846,1.574994008634019,2,0,Nocturno
2021-01-30,17878,13.816302480472938,8,0,Mixto
2021-01-31,8687,3.9647842516062246,6,1,Nocturno
2021-02-01,10927,10.870225472235024,9,1,Nocturno
2021-02-02,7482,11.826772535763908,2,1,Diurno
2021-02-03,5667,2.530564003654078,8,0,Diurno
2021-02-04,16214,14.343398719929331,2,0,Mixto
2021-02-05,17836,13.971828328972766,10,2,Nocturno
2021-02-06,19807,10.163738925457723,3,0,Diurno
2021-02-07,14976,3.1746080031330113,11,0,Diurno
2021-02-08,6421,8.924707847784346,10,2,Mixto
2021-02-09,8145,5.818027798293343,11,0,Nocturno
2021-02-10,5370,14.030700701330238,7,0,Nocturno
2021-02-11,15181,6.693180409228666,5,1,Mixto
2021-02-12,11904,10.712490943950762,5,2,Mixto
2021-02-13,19164,9.918211439307873,5,1,Diurno
2021-02-14,8064,4.794213847492263,10,2,Diurno
2021-02-15,13476,8.496955785700205,11,2,Mixto
2021-02-16,19235,6.739722276539049,6,0,Mixto
2021-02-17,7218,6.24478884181123,3,1,Mixto
2021-02-18,10037,13.096076396176503,5,2,Nocturno
2021-02-19,6536,2.9566169684758274,6,2,Nocturno
2021-02-20,15607,6.745515270571875,4,2,Diurno
2021-02-21,6542,1.0945343458322865,2,2,Diurno
2021-02-22,10512,4.666464532873228,10,0,Mixto
2021-02-23,14986,9.704454975294462,3,0,Mixto
2021-02-24,15915,2.2253118236545237,2,2,Mixto
2021-02-25,4508,4.796536700484749,9,1,Diurno
2021-02-26,3151,13.323203493309595,3,1,Diurno
2021-02-27,7025,10.685694871884944,8,2,Diurno
2021-02-28,8833,1.9840425379175948,2,2,Mixto
2021-03-01,18873,14.893317363168263,9,0,Diurno
2021-03-02,4329,14.231982304690701,2,1,Diurno
2021-03-03,10644,2.9836580589687776,6,1,Nocturno
2021-03-04,15111,13.906158172247759,11,1,Nocturno
2021-03-05,17122,8.699212552118265,8,0,Mixto
2021-03-06,17626,14.011334491152438,8,2,Nocturno
2021-03-07,10813,14.55271077047987,2,0,Diurno
2021-03-08,13653,10.709889965818888,8,2,Diurno
2021-03-09,4892,5.0781683277337635,2,1,Nocturno
2021-03-10,3937,13.945204637644627,4,2,Nocturno
2021-03-11,5698,9.028698147341135,3,1,Nocturno
2021-03-12,8463,5.78158083767142,3,2,Diurno
2021-03-13,12169,7.440531252646173,3,2,Diurno
2021-03-14,15698,6.686828272649011,9,2,Mixto
2021-03-15,5310,14.094060178887771,4,0,Nocturno
2021-03-16,11788,12.477662767786297,5,1,Mixto
2021-03-17,8367,1.4392477851538859,5,0,Mixto
2021-03-18,4614,1.1379792601089462,7,2,Diurno
2021-03-19,7315,1.9712452219676486,5,1,Nocturno
2021-03-20,19199,9.54541632160759,2,1,Mixto
2021-03-21,18214,12.402716724966007,2,0,Mixto
2021-03-22,19846,8.209278933520789,2,1,Nocturno
2021-03-23,18594,8.486097014916009,3,1,Mixto
2021-03-24,17500,4.365914868605138,8,2,Diurno
2021-03-25,4242,7.430092010868135,4,2,Nocturno
2021-03-26,9056,4.5958447858249425,8,2,Nocturno
2021-03-27,9731,4.836180266452065,8,0,Nocturno
2021-03-28,8310,6.47623861182612,2,0,Nocturno
2021-03-29,16153,1.6656302758913566,4,2,Mixto
2021-03-30,15670,14.369417048263195,5,2,Diurno
2021-03-31,6074,13.799676786593718,2,2,Mixto
2021-04-01,17425,12.147713363457036,9,0,Diurno
2021-04-02,8432,8.959155371901772,6,2,Diurno
2021-04-03,8779,12.382356836900103,9,1,Nocturno
2021-04-04,6751,14.637927587666127,7,0,Diurno
2021-04-05,14152,4.970174758747607,7,2,Nocturno
2021-04-06,5624,6.09985199413658,10,2,Mixto
2021-04-07,7364,11.206642101245063,5,2,Nocturno
2021-04-08,3465,10.000115868991667,10,0,Diurno
2021-04-09,3499,12.547463772994092,7,0,Diurno
2021-04-10,4971,5.857727051592714,10,1,Nocturno
2021-04-11,17143,5.347736432262996,3,0,Mixto
2021-04-12,18115,9.195839616906339,3,0,Mixto
2021-04-13,6353,3.042009453567118,2,2,Nocturno
2021-04-14,18787,1.5540482074245452,10,1,Mixto
2021-04-15,11660,4.417900317982914,7,1,Mixto
2021-04-16,6505,3.2165428123406983,5,1,Mixto
2021-04-17,4290,1.0934530758390406,10,2,Nocturno
2021-04-18,12160,11.892122940077035,6,0,Nocturno
2021-04-19,13338,8.604961231892927,7,1,Diurno
2021-04-20,18516,10.365342880905455,2,1,Diurno
2021-04-21,6984,3.2827079618529695,9,1,Diurno
2021-04-22,13311,4.593687443594554,8,1,Nocturno
2021-04-23,10860,1.8415731719271093,11,2,Nocturno
2021-04-24,9507,14.964633067422877,4,0,Nocturno
2021-04-25,10790,2.4432184557574095,6,1,Nocturno
2021-04-26,6908,2.2651101165277243,10,0,Nocturno
2021-04-27,14317,9.598358543777312,4,0,Mixto
2021-04-28,3232,5.6463592839915275,9,2,Diurno
2021-04-29,16390,13.426109802253585,5,2,Nocturno
2021-04-30,6791,12.641259177981844,10,1,Diurno
2021-05-01,17842,13.154136913829275,10,1,Nocturno
2021-05-02,6103,11.291824234528674,7,1,Diurno
2021-05-03,8431,2.8450561453302488,10,2,Nocturno
2021-05-04,6303,1.8905641445907775,5,2,Nocturno
2021-05-05,15466,1.9048138577363964,2,0,Diurno
2021-05-06,10140,12.224914400794214,6,0,Mixto
2021-05-07,16399,10.19964606694831,8,0,Nocturno
2021-05-08,6874,14.733781108436894,7,2,Mixto
2021-05-09,6687,10.009115707791329,9,2,Mixto
2021-05-10,16387,4.489687891482188,4,2,Diurno
2021-05-11,5372,2.2532000637865908,9,2,Nocturno
2021-05-12,11302,6.118394442003725,4,2,Diurno
2021-05-13,15228,3.795748025414259,4,1,Nocturno
2021-05-14,8541,9.797535058492894,9,0,Mixto
2021-05-15,6254,2.3434794570828474,9,1,Mixto
2021-05-16,17943,11.815148005351956,9,0,Mixto
2021-05-17,12063,10.751709463449926,8,1,Nocturno
2021-05-18,14530,11.309010514243525,9,1,Nocturno
2021-05-19,11682,14.516677555624561,7,2,Mixto
