mmsi,timestamp,lat,lon,velocidad_kn,rumbo,tipo_buque
311009,2024-01-01 00:54:00,7.312055561002997,-77.78659948069833,10.524562178161055,86,Tanker
355123,2024-01-01 00:56:00,8.390005690305813,-79.13125580787967,16.429748963394584,303,Passenger
211888,2024-01-01 00:58:00,7.914563025128817,-78.64471683795384,5.94647855243166,308,Other
371987,2024-01-01 01:00:00,7.913710502188952,-78.96162998635045,10.937303620685883,116,Tanker
344555,2024-01-01 01:02:00,7.096435412065388,-77.55024343719855,10.068280860145878,202,Cargo
344555,2024-01-01 01:04:00,7.34032097284733,-79.1871121125517,9.693117771377542,256,Passenger
355123,2024-01-01 01:06:00,8.76882621406395,-79.5489044778598,7.3631437503264845,134,Passenger
211888,2024-01-01 01:08:00,7.73080069912116,-78.6111060675625,17.283150811902434,232,Other
211888,2024-01-01 01:10:00,8.105172877229004,-79.657912872374,10.555375020642447,76,Other
344555,2024-01-01 01:12:00,8.907669653374722,-77.92729925103153,9.109144072227052,83,Tanker
211888,2024-01-01 01:14:00,8.111893596583572,-77.82328861604017,15.173468661582636,197,Tanker
311009,2024-01-01 01:16:00,7.564022578627576,-79.46478879378849,11.970778915135904,285,Passenger
355123,2024-01-01 01:18:00,8.374560607832995,-79.42489071471346,5.099666689944684,69,Cargo
355123,2024-01-01 01:20:00,9.003015015130245,-80.24012108292679,4.290644164671087,97,Passenger
211888,2024-01-01 01:22:00,8.499104708847522,-79.73233249814504,11.434090416872202,98,Tanker
344555,2024-01-01 01:24:00,8.050453122350646,-80.29630107764086,14.12863469301367,83,Tanker
311009,2024-01-01 01:26:00,7.314061293547167,-78.22830280639847,11.626905881270625,165,Other
311009,2024-01-01 01:28:00,7.621782937077719,-79.95904309816022,6.282057835577928,157,Cargo
311009,2024-01-01 01:30:00,9.365297194429793,-80.26319174941307,15.721885644061793,96,Cargo
371987,2024-01-01 01:32:00,8.929520118710224,-80.0070302473811,8.822644170275744,309,Other
211888,2024-01-01 01:34:00,7.218929719078018,-79.36800017106175,20.52860812484402,343,Cargo
311009,2024-01-01 01:36:00,7.0137865147718985,-79.23251985403391,11.342974908904832,103,Tanker
211888,2024-01-01 01:38:00,7.438548353101796,-77.80426395008014,13.979535527005346,271,Cargo
344555,2024-01-01 01:40:00,9.359726845713313,-79.66116768748398,16.466476947958178,282,Cargo
344555,2024-01-01 01:42:00,8.450097294287884,-78.34681891707251,13.079795286952711,99,Tanker
344555,2024-01-01 01:44:00,9.096649385622875,-77.81526894832747,11.756737111303742,277,Other
371987,2024-01-01 01:46:00,8.163062532494205,-77.92989820864817,14.924787469534323,45,Passenger
344555,2024-01-01 01:48:00,9.066590381735766,-79.90309266860297,10.792277862725895,160,Other
211888,2024-01-01 01:50:00,7.084791044395292,-79.6608399958046,12.78806692640681,99,Cargo
355123,2024-01-01 01:52:00,8.067048617534073,-80.33665722907908,11.249746803546781,312,Cargo
355123,2024-01-01 01:54:00,7.94398620921723,-79.0501279067343,12.144674706952134,325,Tanker
211888,2024-01-01 01:56:00,9.453866014340612,-79.28416194294401,15.33697686751597,195,Tanker
355123,2024-01-01 01:58:00,7.751189330808802,-78.86408872958404,7.163562090757732,275,Cargo
311009,2024-01-01 02:00:00,8.042292121163628,-79.1263674724997,10.153899266184913,3,Tanker
355123,2024-01-01 02:02:00,8.897002121469171,-78.2926019136522,9.977942257164031,9,Cargo
371987,2024-01-01 02:04:00,9.201782748613477,-78.49049091427571,15.923107217697055,262,Tanker
344555,2024-01-01 02:06:00,9.195970435628409,-79.21419055448689,11.473598615335534,312,Passenger
355123,2024-01-01 02:08:00,7.98627717665312,-80.38647003986121,8.288553352334267,310,Other
355123,2024-01-01 02:10:00,9.371387382671445,-79.46858953106397,4.1038944916203315,158,Tanker
371987,2024-01-01 02:12:00,8.633772190661654,-79.52745474287279,16.566420799180715,319,Other
371987,2024-01-01 02:14:00,9.127838870552482,-80.23192598676822,11.935737283093191,90,Other
355123,2024-01-01 02:16:00,9.315693068682782,-79.58729580154971,11.218285460315476,12,Passenger
311009,2024-01-01 02:18:00,7.583999308195566,-77.5379037297132,11.637726343410643,74,Tanker
355123,2024-01-01 02:20:00,8.247996213103882,-78.03624563292612,16.456610050277597,328,Tanker
311009,2024-01-01 02:22:00,8.469493239448312,-78.09508512012404,13.740377272266759,188,Tanker
344555,2024-01-01 02:24:00,9.006094232620539,-77.97008668347043,4.452534110854401,9,Other
211888,2024-01-01 02:26:00,8.0029142426698,-77.9048467884287,14.36517513401382,151,Other
344555,2024-01-01 02:28:00,7.526122931070665,-79.52393314937423,4.873432533780809,354,Other
355123,2024-01-01 02:30:00,8.858086334003112,-79.53321742774982,14.855576489334206,330,Other
355123,2024-01-01 02:32:00,8.480836214037211,-79.49065392211293,10.149281961104897,115,Passenger
311009,2024-01-01 02:34:00,9.245747365891914,-78.04436507871623,14.940995930547716,128,Passenger
371987,2024-01-01 02:36:00,8.637574951464037,-78.10806096160225,15.212561631831019,4,Cargo
311009,2024-01-01 02:38:00,7.042067501777413,-80.449291605762,9.48689009644284,6,Tanker
371987,2024-01-01 02:40:00,9.416628500251104,-77.65246785526642,11.936142907805426,241,Other
371987,2024-01-01 02:42:00,8.482776734035102,-79.64330214027605,12.913919898468496,100,Cargo
371987,2024-01-01 02:44:00,8.489693162875446,-78.62157952275955,9.10355189548687,229,Passenger
371987,2024-01-01 02:46:00,9.273153486670251,-78.58025516621151,9.070490082116635,256,Cargo
355123,2024-01-01 02:48:00,8.65952208575854,-80.15984746891347,13.808703016992464,287,Cargo
211888,2024-01-01 02:50:00,8.198302957972228,-78.41275173595136,17.121277694432724,144,Other
211888,2024-01-01 02:52:00,7.268213335935757,-78.8992631275921,7.338686114894684,273,Tanker
344555,2024-01-01 02:54:00,9.405496953281338,-78.66728382637625,14.039609433342688,67,Tanker
344555,2024-01-01 02:56:00,7.196218444700109,-79.15922379464658,11.055191392454528,48,Passenger
344555,2024-01-01 02:58:00,7.425749463020741,-78.08691224700242,14.705234070676017,268,Cargo
311009,2024-01-01 03:00:00,9.048842156228888,-78.59451805646202,13.842209031447716,68,Passenger
344555,2024-01-01 03:02:00,8.226013320966977,-79.92121625944587,13.236144731418454,323,Other
344555,2024-01-01 03:04:00,7.445671208238979,-78.24182410024581,6.249103897546643,86,Tanker
344555,2024-01-01 03:06:00,7.715404779074629,-78.99231284108869,19.48372083197195,132,Passenger
355123,2024-01-01 03:08:00,9.485035985102998,-80.3881758365453,11.607155587554397,76,Tanker
344555,2024-01-01 03:10:00,8.460050334963412,-79.31546807097689,10.887273896159362,61,Other
211888,2024-01-01 03:12:00,8.004033595416162,-79.29481821139107,14.741057977939013,72,Passenger
355123,2024-01-01 03:14:00,9.190543643161842,-78.09569942744655,4.630671320880876,67,Tanker
371987,2024-01-01 03:16:00,8.19924210768927,-79.79809991975961,15.124949104286166,217,Tanker
311009,2024-01-01 03:18:00,7.769838652472367,-79.14239437623915,15.9090107580334,77,Passenger
355123,2024-01-01 03:20:00,7.410555962949672,-80.33677957920119,,245,Passenger
355123,2024-01-01 03:22:00,8.86117303718236,-77.85568057777415,13.660233816842378,257,Tanker
211888,2024-01-01 03:24:00,8.49055773247824,-79.16852561712604,11.704189153342567,94,Passenger
344555,2024-01-01 03:26:00,7.2308850086932335,-77.93021995395603,13.5379539131736,177,Other
371987,2024-01-01 03:28:00,8.47909980735648,-78.46828937936097,6.012277700162575,306,Cargo
211888,2024-01-01 03:30:00,7.398627135548854,-79.5404406430295,16.99679163102824,1,Other
211888,2024-01-01 03:32:00,9.454299449465037,-78.36187950479965,14.800527348359173,319,Other
355123,2024-01-01 03:34:00,7.649272756925179,-79.09345024565788,7.828869931408873,171,Other
371987,2024-01-01 03:36:00,8.740040449353321,-79.47629613622097,10.00726129987025,51,Cargo
211888,2024-01-01 03:38:00,8.640112674427938,-78.49621623986157,16.09147559482402,36,Cargo
311009,2024-01-01 03:40:00,8.728378644012711,-78.1769916307881,13.464423112586717,65,Passenger
311009,2024-01-01 03:42:00,8.07498728364842,-78.4341628525454,9.39711275389739,91,Tanker
211888,2024-01-01 03:44:00,7.185829496669417,-79.11141930676177,12.856834446635965,183,Passenger
355123,2024-01-01 03:46:00,9.450018443885341,-79.7220747201113,10.429086288664136,278,Cargo
311009,2024-01-01 03:48:00,7.47881458626789,-78.06881243792154,7.1457349732743385,198,Other
355123,2024-01-01 03:50:00,8.92430072527353,-79.46005776522023,11.070410565234429,166,Other
344555,2024-01-01 03:52:00,7.343933750580356,-78.66113389340607,13.915522197767153,231,Other
344555,2024-01-01 03:54:00,7.702992536271791,-80.15395397634855,9.354352863510014,85,Passenger
355123,2024-01-01 03:56:00,8.399716621724785,-78.27916562216654,14.091209541395468,315,Tanker
211888,2024-01-01 03:58:00,8.0336734056401,-77.64126147876577,15.698274687660923,311,Other
344555,2024-01-01 04:00:00,9.395666265997557,-79.1521351077474,14.96699594898824,353,Cargo
344555,2024-01-01 04:02:00,9.119212986634583,-78.85492694002839,13.882107675370122,259,Passenger
311009,2024-01-01 04:04:00,9.304475868796962,-77.80153019470383,7.1411917160724565,40,Tanker
211888,2024-01-01 04:06:00,8.601741409380155,-78.11410537628615,10.955379727338805,98,Tanker
355123,2024-01-01 04:08:00,7.547289269709926,-77.61315982341766,12.796221533130574,158,Passenger
344555,2024-01-01 04:10:00,8.29624857025162,-79.70180516162905,11.796112906061973,234,Passenger
211888,2024-01-01 04:12:00,8.913833490543764,-79.09002091701961,15.15475961409541,31,Tanker
344555,2024-01-01 04:14:00,7.161795551612382,-79.13307064550969,11.616634035505157,42,Other
311009,2024-01-01 04:16:00,9.157792673386417,-79.08069443822363,16.173984919895894,261,Tanker
211888,2024-01-01 04:18:00,8.57837729193298,-77.7606226932626,15.5593222255587,91,Cargo
371987,2024-01-01 04:20:00,8.808928669484906,-79.88345503782007,10.035459283797897,208,Tanker
311009,2024-01-01 04:22:00,8.73573860228829,-77.81530779805348,7.363800897593607,266,Passenger
355123,2024-01-01 04:24:00,9.119405964090245,-78.78661960707892,15.392371102443704,168,Cargo
211888,2024-01-01 04:26:00,7.218802372095588,-78.88947235262876,17.067595972265583,282,Passenger
344555,2024-01-01 04:28:00,7.94260987398365,-79.25050052046686,10.640335618592266,188,Other
211888,2024-01-01 04:30:00,8.256541491254506,-78.88106780585997,13.700031789727891,75,Other
355123,2024-01-01 04:32:00,8.366493030359816,-78.09012928398624,15.753463703643538,12,Cargo
211888,2024-01-01 04:34:00,9.356387905791575,-79.02329770464853,6.241546297400925,350,Passenger
344555,2024-01-01 04:36:00,7.106159600642072,-78.17193191530178,18.091062747204386,34,Cargo
311009,2024-01-01 04:38:00,9.165983450941415,-79.25008946227757,10.59960614365487,24,Cargo
311009,2024-01-01 04:40:00,8.37975267997045,-79.95131237293755,18.318476444681018,291,Other
344555,2024-01-01 04:42:00,8.386570423165363,-79.25601199872052,15.036841922812842,148,Passenger
371987,2024-01-01 04:44:00,7.800825802962334,-78.32996775560882,13.382744571899602,111,Tanker
371987,2024-01-01 04:46:00,8.60905047690185,-77.94474442669672,18.778006055486138,310,Other
311009,2024-01-01 04:48:00,8.61603281912298,-78.18512441206057,13.36409001904888,35,Cargo
355123,2024-01-01 04:50:00,7.473234935161035,-79.37663715306122,17.068317402988306,154,Passenger
211888,2024-01-01 04:52:00,8.692514865273738,-78.7625534726733,15.081811955337617,201,Cargo
344555,2024-01-01 04:54:00,7.666765803277847,-79.41864200948821,10.190273394745757,25,Cargo
355123,2024-01-01 04:56:00,8.721966665173117,-78.38650844470457,7.841608828238996,172,Cargo
211888,2024-01-01 04:58:00,8.52985748979807,-79.1906434028446,17.508091216196096,7,Passenger
311009,2024-01-01 05:00:00,8.789879949885593,-78.2054881706384,12.505254908711821,330,Other
344555,2024-01-01 05:02:00,7.049249498345029,-80.46161152725176,14.66161377448784,124,Tanker
355123,2024-01-01 05:04:00,7.3134140491089985,-79.47953935824678,13.849307664343867,238,Cargo
211888,2024-01-01 05:06:00,9.100501639770771,-77.86533265961071,14.05372023145566,204,Tanker
311009,2024-01-01 05:08:00,7.9518081533767795,-79.52936533813526,15.005998075278525,168,Other
311009,2024-01-01 05:10:00,9.09179588613264,-79.31570688027247,11.807123044789925,82,Cargo
211888,2024-01-01 05:12:00,7.1566856470602955,-78.12780531184073,17.982851670814767,82,Passenger
371987,2024-01-01 05:14:00,8.923428386207702,-80.21615262007877,16.87889279936315,73,Cargo
371987,2024-01-01 05:16:00,7.209417585899767,-79.56432242079349,10.240877635016147,283,Cargo
211888,2024-01-01 05:18:00,8.170816606997827,-78.17659787326906,10.21037381638798,152,Cargo
211888,2024-01-01 05:20:00,9.34393410435864,-77.6289475482198,7.679376703302774,334,Cargo
211888,2024-01-01 05:22:00,7.194195173719004,-78.15149086287575,19.45706173014309,162,Other
311009,2024-01-01 05:24:00,7.876655323865648,-79.98276268379391,10.808060478488985,335,Other
344555,2024-01-01 05:26:00,8.295871496618783,-77.99494237471787,14.106580600292077,36,Passenger
311009,2024-01-01 05:28:00,9.24864327485834,-79.07267497705551,10.285013664934244,154,Cargo
311009,2024-01-01 05:30:00,7.831517984982745,-78.1509835962814,13.654536317432571,260,Passenger
371987,2024-01-01 05:32:00,9.017604028454194,-79.78193628842752,15.276422969681974,87,Cargo
211888,2024-01-01 05:34:00,8.795432582000293,-79.4766022660049,16.876870151756517,193,Passenger
311009,2024-01-01 05:36:00,7.767668428071347,-77.79508813142452,16.04212308953372,359,Cargo
311009,2024-01-01 05:38:00,7.852033108275377,-77.76760065773766,6.265057163074911,244,Other
211888,2024-01-01 05:40:00,7.477530462449619,-79.64447326769854,14.973979870544131,56,Cargo
344555,2024-01-01 05:42:00,8.732405920365267,-80.24934371317173,19.585587583224733,188,Cargo
371987,2024-01-01 05:44:00,8.407755973411412,-77.7129551791852,10.799140560057651,126,Other
355123,2024-01-01 05:46:00,7.387380267302545,-79.59878784024455,17.12026602572538,315,Passenger
311009,2024-01-01 05:48:00,8.550175691122467,-80.1396418505407,8.138994973048172,31,Tanker
344555,2024-01-01 05:50:00,8.246624112522124,-79.45565790998715,14.242347900409216,299,Other
355123,2024-01-01 05:52:00,7.231474881767365,-79.65400292677724,12.089798031317954,214,Passenger
211888,2024-01-01 05:54:00,9.384258583403541,-80.25832924808039,4.427118782461323,345,Cargo
355123,2024-01-01 05:56:00,9.086889434034928,-77.54878242642008,9.861563483149316,121,Tanker
211888,2024-01-01 05:58:00,7.177560319790036,-79.61868767649388,16.147230658341247,324,Passenger
344555,2024-01-01 06:00:00,9.328169844702341,-79.68286161091525,14.251701819435192,188,Passenger
355123,2024-01-01 06:02:00,9.291694569109488,-79.2402084225745,11.703682861277702,326,Cargo
371987,2024-01-01 06:04:00,7.105457541832668,-79.25553477452402,15.231900785284632,161,Cargo
344555,2024-01-01 06:06:00,7.503697364523616,-79.1985173400986,6.089931486461587,241,Passenger
355123,2024-01-01 06:08:00,8.756020966841623,-77.78011009416117,11.226357500194487,119,Cargo
311009,2024-01-01 06:10:00,9.336433937557274,-80.31929081701222,8.501103016760318,85,Tanker
355123,2024-01-01 06:12:00,9.057786804391334,-77.67506486285774,4.955702363111452,276,Cargo
355123,2024-01-01 06:14:00,7.704744634860634,-78.50223855905098,15.560663788889189,51,Tanker
371987,2024-01-01 06:16:00,7.083596391304426,-78.40746770992394,13.833706716405876,119,Tanker
344555,2024-01-01 06:18:00,8.182218536207658,-80.02644388150978,10.840140946853532,38,Cargo
311009,2024-01-01 06:20:00,7.2299043615247305,-79.51262320559407,10.029567270310183,300,Passenger
344555,2024-01-01 06:22:00,7.613240580265485,-80.34334184001534,6.363134586978972,344,Tanker
344555,2024-01-01 06:24:00,8.600242640180463,-78.54076288411129,11.382463353923585,170,Cargo
311009,2024-01-01 06:26:00,8.237547372297314,-79.48045259362021,14.466174139405101,338,Other
311009,2024-01-01 06:28:00,7.9417981427536075,-78.84623953429995,9.666602585983506,198,Tanker
371987,2024-01-01 06:30:00,9.324905815873342,-78.2418150727312,16.71086205404885,193,Passenger
211888,2024-01-01 06:32:00,7.482415437670138,-78.8393976893284,6.069936751027602,107,Passenger
371987,2024-01-01 06:34:00,8.218695607880647,-80.28551512840144,3.9514581429792663,131,Passenger
311009,2024-01-01 06:36:00,8.433737949633349,-80.31507958515392,12.291380273794827,243,Other
355123,2024-01-01 06:38:00,7.804855091895645,-77.89852672438204,14.590641739967772,110,Tanker
355123,2024-01-01 06:40:00,8.76324359790766,-79.71355160426903,,59,Other
344555,2024-01-01 06:42:00,9.168196689561013,-79.41336780018166,6.754496524143489,305,Other
344555,2024-01-01 06:44:00,8.353697321357474,-79.84481082332199,11.119468941133496,342,Other
211888,2024-01-01 06:46:00,8.953342357786097,-78.40335712850438,13.2006954053385,302,Other
211888,2024-01-01 06:48:00,7.152404111814137,-79.34170412398859,15.278597221295742,16,Tanker
211888,2024-01-01 06:50:00,7.38445640744436,-79.1310237040709,4.5473036749372735,341,Tanker
211888,2024-01-01 06:52:00,8.15506382211832,-78.47660857522587,11.91341446088866,162,Passenger
355123,2024-01-01 06:54:00,9.30254963956609,-78.63080660377065,13.217905529692086,7,Other
311009,2024-01-01 06:56:00,8.328978641837026,-78.17696775079537,7.806292722175608,55,Other
211888,2024-01-01 06:58:00,8.080755294060113,-78.25353881970288,12.969957127081004,187,Cargo
371987,2024-01-01 07:00:00,8.500268925398558,-79.18031648480628,8.932077198183485,182,Tanker
211888,2024-01-01 07:02:00,7.31116448720276,-79.92443576765466,14.827266638271404,262,Cargo
355123,2024-01-01 07:04:00,8.634201582211901,-79.83034091123602,16.836365198154454,64,Tanker
344555,2024-01-01 07:06:00,7.235052861510137,-78.37978548299833,8.028754349964437,280,Other
371987,2024-01-01 07:08:00,8.441983290924366,-79.7161313890163,8.041835703763939,23,Cargo
211888,2024-01-01 07:10:00,8.785975102846256,-79.1786364420825,16.645482220612987,113,Tanker
355123,2024-01-01 07:12:00,8.028768659571377,-80.1762831748654,13.529434153095794,96,Cargo
344555,2024-01-01 07:14:00,9.277256817144345,-80.13322320043525,13.818041375043515,95,Cargo
211888,2024-01-01 07:16:00,7.380080111550809,-79.7501572143849,7.35326966622162,348,Passenger
355123,2024-01-01 07:18:00,7.427396178505151,-80.24550042597951,13.674414949760408,64,Passenger
355123,2024-01-01 07:20:00,8.29228602362768,-79.67631877010153,12.246974726168549,302,Other
311009,2024-01-01 07:22:00,9.329138434665612,-78.7954221219568,15.646597256219769,135,Other
355123,2024-01-01 07:24:00,7.976746507410439,-78.26569366005428,14.628540855764186,172,Other
211888,2024-01-01 07:26:00,9.315999694403592,-80.40189188387727,11.239663609490643,30,Tanker
355123,2024-01-01 07:28:00,8.73368722977386,-78.69814965168517,9.331003851376387,312,Other
371987,2024-01-01 07:30:00,8.956388068121784,-79.41044064794202,15.07098186891529,134,Cargo
355123,2024-01-01 07:32:00,9.344676761009344,-79.82007610559818,13.831782656407986,158,Passenger
355123,2024-01-01 07:34:00,8.430820843032983,-80.40442671487479,5.615083186494377,108,Cargo
371987,2024-01-01 07:36:00,8.604132325945727,-79.52218836225076,8.584282431828182,241,Cargo
211888,2024-01-01 07:38:00,8.447476090867147,-78.13096540046692,15.466275832996708,187,Passenger
344555,2024-01-01 07:40:00,8.962146398611361,-78.90993129832019,4.730424801600181,183,Passenger
311009,2024-01-01 07:42:00,7.683515736259825,-78.17306660965168,8.296758987554377,159,Other
344555,2024-01-01 07:44:00,8.970119591013962,-79.26293261012556,16.285569158925476,93,Tanker
211888,2024-01-01 07:46:00,8.783864078173497,-77.97023720108847,8.333045919612307,316,Other
211888,2024-01-01 07:48:00,8.505165442839097,-80.04893679975908,5.300806941244979,188,Other
371987,2024-01-01 07:50:00,7.096979360710426,-78.03989898080263,9.021638186560029,75,Tanker
344555,2024-01-01 07:52:00,8.936359929625393,-79.07199914092294,9.16092499213916,354,Cargo
355123,2024-01-01 07:54:00,7.331064882486891,-78.26198898178228,9.784965366600542,265,Other
371987,2024-01-01 07:56:00,9.404929807621082,-79.77873358795667,10.643357482691762,68,Passenger
371987,2024-01-01 07:58:00,7.203732753032071,-79.04152897834749,13.63170906652783,86,Other
311009,2024-01-01 08:00:00,8.800688949457129,-78.30162316485645,17.386119632204945,328,Other
371987,2024-01-01 08:02:00,7.901064209174091,-79.04873437012681,7.294320632776688,96,Cargo
344555,2024-01-01 08:04:00,8.83922598028743,-79.12569360366743,7.892792555049262,253,Other
211888,2024-01-01 08:06:00,8.297381777415062,-78.06801664439395,15.544969163276598,292,Cargo
311009,2024-01-01 08:08:00,8.573763077168564,-80.01295293787186,18.31532265600751,352,Other
355123,2024-01-01 08:10:00,7.188591851524148,-79.07469494248868,6.308733523330305,1,Cargo
344555,2024-01-01 08:12:00,9.416197730917506,-78.03287625128054,12.60118071260916,297,Tanker
355123,2024-01-01 08:14:00,7.009616189451235,-77.9642395379415,14.076440110078739,195,Passenger
371987,2024-01-01 08:16:00,9.352898626172687,-80.14517965592344,11.52583164280183,349,Cargo
344555,2024-01-01 08:18:00,8.420625479721929,-77.94954125737497,5.309769190746992,137,Passenger
311009,2024-01-01 08:20:00,7.64567537164714,-80.46353978272084,18.328591136516636,30,Other
311009,2024-01-01 08:22:00,8.594319424171495,-77.93332368618191,2.221003220739691,206,Other
355123,2024-01-01 08:24:00,8.682242838376192,-79.70569502102927,2.99252939057461,5,Cargo
211888,2024-01-01 08:26:00,8.82582911219442,-78.76549420940125,13.262118551317592,64,Tanker
311009,2024-01-01 08:28:00,7.041094385966813,-80.47111209058042,10.508046162259195,248,Passenger
355123,2024-01-01 08:30:00,9.45695600946081,-78.3055219267768,15.265359815324278,201,Cargo
211888,2024-01-01 08:32:00,8.544782336686675,-79.20531538038348,5.218770615344614,80,Cargo
344555,2024-01-01 08:34:00,7.943840494725034,-77.96259969417105,12.849361672569502,335,Passenger
311009,2024-01-01 08:36:00,8.426625958607007,-78.8334399932054,19.35018201529074,335,Cargo
311009,2024-01-01 08:38:00,7.446054556623611,-77.99602956163007,9.358083944690598,354,Passenger
355123,2024-01-01 08:40:00,7.618166376925713,-78.66500614350542,14.885405171942644,58,Other
311009,2024-01-01 08:42:00,7.214448757592506,-78.26239088967124,14.429671333837238,219,Passenger
355123,2024-01-01 08:44:00,9.198084118073377,-78.25607039757338,11.044924135832385,242,Tanker
311009,2024-01-01 08:46:00,7.629000287821541,-79.76002293750224,18.80366382061205,140,Passenger
355123,2024-01-01 08:48:00,8.849276174867905,-78.76824802890577,12.116997715944823,261,Other
311009,2024-01-01 08:50:00,7.685496707033038,-77.87841004523075,9.790503310328026,186,Passenger
344555,2024-01-01 08:52:00,7.364971623727591,-77.86337055502682,12.285612508771653,230,Passenger
344555,2024-01-01 08:54:00,7.270336176536544,-79.34587706048362,2.5055683676049174,89,Cargo
355123,2024-01-01 08:56:00,9.150610876809672,-79.52531769373785,4.386636908834296,245,Passenger
344555,2024-01-01 08:58:00,7.29934196187359,-78.53809748079665,11.705665050799766,321,Other
355123,2024-01-01 09:00:00,7.217872957485298,-78.16451694361983,14.1670720611922,341,Other
355123,2024-01-01 09:02:00,7.023386963888226,-80.39359338484961,7.56338063990109,41,Tanker
371987,2024-01-01 09:04:00,7.91610012340234,-80.21970383443838,4.6391518277241826,144,Passenger
344555,2024-01-01 09:06:00,9.356717976355915,-78.16380401066196,9.433122022182385,22,Cargo
371987,2024-01-01 09:08:00,9.271624647701216,-79.1896022418192,11.222810779324151,142,Other
371987,2024-01-01 09:10:00,7.287631764343657,-78.49705551579356,19.73266411709797,55,Tanker
311009,2024-01-01 09:12:00,7.031236813751062,-78.03890948799848,13.80831966042192,221,Passenger
355123,2024-01-01 09:14:00,8.877518806184721,-78.22959223964976,14.488499209813762,64,Cargo
211888,2024-01-01 09:16:00,7.7661932265766405,-78.07084650894993,18.57697990261125,335,Passenger
371987,2024-01-01 09:18:00,9.08669244938195,-78.95835989839264,19.91948610581128,216,Passenger
311009,2024-01-01 09:20:00,7.53857359681106,-80.02668273866321,15.429119857624778,111,Tanker
344555,2024-01-01 09:22:00,8.23052150162044,-79.0794753059843,15.488593201115446,249,Other
211888,2024-01-01 09:24:00,7.0823650967814205,-77.61013453178467,9.090154249944417,86,Passenger
355123,2024-01-01 09:26:00,9.236787069539009,-79.58363938473684,10.779953481658053,289,Passenger
311009,2024-01-01 09:28:00,7.444939988702698,-79.24218723571964,9.125406595512427,356,Tanker
211888,2024-01-01 09:30:00,7.7367575820791705,-78.20369562248887,14.822002112017541,111,Cargo
355123,2024-01-01 09:32:00,8.199250991450644,-80.27207981258877,14.048149676962025,240,Passenger
355123,2024-01-01 09:34:00,7.678172106041568,-78.22885847350868,17.051619767513913,267,Other
211888,2024-01-01 09:36:00,7.1004086150523,-79.67736199240305,15.890004940538319,86,Passenger
311009,2024-01-01 09:38:00,7.072715324473084,-79.69801787966904,10.431516267613556,71,Passenger
211888,2024-01-01 09:40:00,9.388033157036023,-78.7527301356275,13.775912206264014,226,Other
371987,2024-01-01 09:42:00,7.813740810622421,-79.73413858137218,19.52630427989241,127,Tanker
355123,2024-01-01 09:44:00,7.835978985169674,-78.57653512073229,11.521907695475337,79,Passenger
